symbol,mode,candle_index,timestamp,direction,prob,base_threshold,adjusted_threshold,expected_net_pct,confidence_level,vol_regime,trend_strength,trend_aligned,volume_condition,size_tier,size_factor,entry_price,exit_price,pnl,return_pct,decision
XRP/USDT,aggressive,297,2026-01-01 18:00:00,long,0.6608,0.1,0.0935,0.0803,normal,normal,strong,True,low,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,317,2026-01-02 14:00:00,long,0.6687,0.2,0.1301,0.3242,normal,high,strong,True,high,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,318,2026-01-02 15:00:00,long,0.6937,0.2,0.1301,0.4779,normal,high,strong,True,high,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,354,2026-01-04 03:00:00,long,0.6627,0.2,0.1301,0.3074,normal,high,strong,True,high,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,355,2026-01-04 04:00:00,long,0.6587,0.2,0.1301,0.3037,normal,high,strong,True,high,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,356,2026-01-04 05:00:00,long,0.7156,0.2,0.1301,0.5231,normal,high,strong,True,high,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,357,2026-01-04 06:00:00,long,0.7177,0.2,0.1445,0.5506,normal,high,strong,True,normal,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,358,2026-01-04 07:00:00,long,0.7211,0.2,0.1445,0.6076,normal,high,strong,True,normal,full,1.0,2.0721,0.0,0.0,0.0,taken
XRP/USDT,aggressive,360,2026-01-04 09:00:00,long,0.7204,0.2,0.159,0.7181,normal,high,strong,True,low,full,1.0,2.0866,0.0,0.0,0.0,taken
XRP/USDT,aggressive,362,2026-01-04 11:00:00,long,0.682,0.2,0.159,0.5982,normal,high,strong,True,low,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,363,2026-01-04 12:00:00,long,0.6834,0.2,0.1301,0.6501,normal,high,strong,True,high,full,1.0,2.1178,0.0,0.0,0.0,taken
XRP/USDT,aggressive,365,2026-01-04 14:00:00,long,0.6544,0.2,0.204,0.5942,normal,high,normal,False,normal,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,383,2026-01-05 08:00:00,long,0.6648,0.2,0.204,0.6791,normal,high,normal,False,normal,full,1.0,2.1397,0.0,0.0,0.0,taken
XRP/USDT,aggressive,388,2026-01-05 13:00:00,long,0.6602,0.2,0.204,0.6856,normal,high,normal,False,normal,full,1.0,2.117,0.0,0.0,0.0,taken
XRP/USDT,aggressive,584,2026-01-13 17:00:00,long,0.6711,0.1,0.0765,0.539,normal,normal,strong,True,high,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,585,2026-01-13 18:00:00,long,0.7015,0.1,0.085,0.7068,normal,normal,strong,True,normal,full,1.0,2.1066,0.0,0.0,0.0,taken
XRP/USDT,aggressive,587,2026-01-13 20:00:00,long,0.7742,0.2,0.1301,1.144,normal,high,strong,True,high,full,1.0,2.1329,0.0,0.0,0.0,taken
XRP/USDT,aggressive,589,2026-01-13 22:00:00,long,0.6623,0.2,0.1301,0.833,normal,high,strong,True,high,full,1.0,2.1746,0.0,0.0,0.0,taken
XRP/USDT,aggressive,635,2026-01-15 20:00:00,long,0.6793,0.1,0.0935,0.6687,normal,normal,strong,True,low,full,1.0,2.0615,0.0,0.0,0.0,taken
XRP/USDT,aggressive,758,2026-01-20 23:00:00,long,0.6525,0.2,0.2244,0.5613,normal,high,normal,False,low,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,1306,2026-02-12 19:00:00,long,0.6778,0.1,0.132,1.0389,normal,normal,normal,False,low,full,1.0,1.3647,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1308,2026-02-12 21:00:00,long,0.6647,0.1,0.0765,1.0071,normal,normal,strong,True,high,full,1.0,1.352,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1310,2026-02-12 23:00:00,long,0.7561,0.1,0.132,1.5272,normal,normal,normal,False,low,full,1.0,1.3635,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1326,2026-02-13 15:00:00,long,0.6556,0.2,0.1836,0.6394,normal,low,strong,True,high,full,1.0,1.4046,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1328,2026-02-13 17:00:00,long,0.749,0.1,0.085,1.1884,normal,normal,strong,True,normal,full,1.0,1.4149,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1330,2026-02-13 19:00:00,long,0.7651,0.1,0.0935,1.3241,normal,normal,strong,True,low,full,1.0,1.4112,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1332,2026-02-13 21:00:00,long,0.729,0.1,0.0935,1.1207,normal,normal,strong,True,low,full,1.0,1.4098,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1334,2026-02-13 23:00:00,long,0.7132,0.1,0.132,1.0148,normal,normal,normal,False,low,full,1.0,1.4071,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1346,2026-02-14 11:00:00,long,0.6712,0.2,0.1836,0.473,normal,low,strong,True,high,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,1347,2026-02-14 12:00:00,long,0.6828,0.2,0.1836,0.5407,normal,low,strong,True,high,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,1348,2026-02-14 13:00:00,long,0.6915,0.2,0.2592,0.6418,normal,low,normal,False,high,full,1.0,1.4571,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1350,2026-02-14 15:00:00,long,0.7405,0.2,0.2244,0.8787,normal,low,strong,True,low,full,1.0,1.469,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1352,2026-02-14 17:00:00,long,0.7604,0.1,0.085,1.0827,normal,normal,strong,True,normal,full,1.0,1.4734,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1354,2026-02-14 19:00:00,long,0.7477,0.1,0.0765,1.169,normal,normal,strong,True,high,full,1.0,1.498,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1356,2026-02-14 21:00:00,long,0.7384,0.2,0.204,1.2248,normal,high,normal,False,normal,full,1.0,1.4978,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1358,2026-02-14 23:00:00,long,0.7854,0.1,0.0765,1.33,normal,normal,strong,True,high,full,1.0,1.5094,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1360,2026-02-15 01:00:00,long,0.7667,0.2,0.1301,1.3555,normal,high,strong,True,high,full,1.0,1.5285,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1362,2026-02-15 03:00:00,long,0.7699,0.2,0.1301,1.4756,normal,high,strong,True,high,full,1.0,1.5269,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1581,2026-02-24 06:00:00,long,0.7149,0.1,0.085,1.0533,normal,normal,strong,True,normal,full,1.0,1.3294,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1583,2026-02-24 08:00:00,long,0.728,0.1,0.0935,1.0113,normal,normal,strong,True,low,full,1.0,1.3323,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1585,2026-02-24 10:00:00,long,0.7698,0.1,0.0935,1.2169,normal,normal,strong,True,low,full,1.0,1.3308,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1587,2026-02-24 12:00:00,long,0.7721,0.1,0.12,1.1442,normal,normal,normal,False,normal,full,1.0,1.3324,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1590,2026-02-24 15:00:00,long,0.7573,0.1,0.0765,1.1801,normal,normal,strong,True,high,full,1.0,1.3516,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1592,2026-02-24 17:00:00,long,0.7508,0.1,0.085,1.0769,normal,normal,strong,True,normal,full,1.0,1.3596,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1594,2026-02-24 19:00:00,long,0.7634,0.1,0.0935,1.126,normal,normal,strong,True,low,full,1.0,1.3559,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1596,2026-02-24 21:00:00,long,0.779,0.1,0.132,1.1862,normal,normal,normal,False,low,full,1.0,1.3519,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1598,2026-02-24 23:00:00,long,0.7849,0.1,0.132,1.1722,normal,normal,normal,False,low,full,1.0,1.3482,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1761,2026-03-03 18:00:00,long,0.6855,0.1,0.12,1.0457,normal,normal,normal,False,normal,full,1.0,1.367,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1903,2026-03-09 16:00:00,long,0.658,0.2,0.2244,0.6372,normal,high,normal,False,low,full,1.0,1.3645,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1906,2026-03-09 19:00:00,long,0.6936,0.2,0.1836,0.7954,normal,high,normal,False,high,full,1.0,1.3729,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1908,2026-03-09 21:00:00,long,0.7439,0.2,0.159,0.9609,normal,high,strong,True,low,full,1.0,1.3737,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1913,2026-03-10 02:00:00,long,0.7163,0.2,0.1836,0.86,normal,high,normal,False,high,full,1.0,1.3877,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1962,2026-03-12 03:00:00,long,0.7388,0.2,0.2244,0.6875,normal,low,strong,True,low,full,1.0,1.3738,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1964,2026-03-12 05:00:00,long,0.6775,0.2,0.204,0.3541,normal,low,strong,True,normal,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,1965,2026-03-12 06:00:00,long,0.6891,0.2,0.2244,0.3622,normal,low,strong,True,low,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,1966,2026-03-12 07:00:00,long,0.6521,0.2,0.2244,0.2231,normal,low,strong,True,low,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,1986,2026-03-13 03:00:00,long,0.6739,0.2,0.204,0.7232,normal,high,normal,False,normal,full,1.0,1.4124,0.0,0.0,0.0,taken
XRP/USDT,aggressive,1988,2026-03-13 05:00:00,long,0.7028,0.1,0.0765,0.7277,normal,normal,strong,True,high,full,1.0,1.4233,0.0,0.0,0.0,taken
XRP/USDT,aggressive,2007,2026-03-14 00:00:00,long,0.671,0.2,0.159,0.7288,normal,high,strong,True,low,full,1.0,1.3943,0.0,0.0,0.0,taken
XRP/USDT,aggressive,2342,2026-03-27 23:00:00,long,0.7197,0.1,0.132,0.6402,normal,normal,normal,False,low,full,1.0,1.3257,0.0,0.0,0.0,taken
XRP/USDT,aggressive,2344,2026-03-28 01:00:00,long,0.6575,0.2,0.3168,0.3312,normal,low,normal,False,low,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,2423,2026-03-31 08:00:00,long,0.6736,0.2,0.204,0.4756,normal,high,normal,False,normal,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,2424,2026-03-31 09:00:00,long,0.707,0.2,0.1836,0.6176,normal,high,normal,False,high,full,1.0,1.3073,0.0,0.0,0.0,taken
XRP/USDT,aggressive,2426,2026-03-31 11:00:00,long,0.713,0.2,0.1301,0.6424,normal,high,strong,True,high,full,1.0,1.315,0.0,0.0,0.0,taken
XRP/USDT,aggressive,2434,2026-03-31 19:00:00,long,0.6543,0.2,0.159,0.6238,normal,high,strong,True,low,full,1.0,1.345,0.0,0.0,0.0,taken
XRP/USDT,aggressive,2436,2026-03-31 21:00:00,long,0.6681,0.2,0.2244,0.6291,normal,high,normal,False,low,full,1.0,1.3409,0.0,0.0,0.0,taken
XRP/USDT,aggressive,2589,2026-04-07 06:00:00,long,0.65,0.1,0.085,0.2,normal,normal,strong,True,normal,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,2590,2026-04-07 07:00:00,long,0.6836,0.1,0.0935,0.2654,normal,normal,strong,True,low,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,2593,2026-04-07 10:00:00,long,0.7212,0.2,0.204,0.4936,normal,high,normal,False,normal,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,2596,2026-04-07 13:00:00,long,0.6931,0.1,0.132,0.3587,normal,normal,normal,False,low,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,2597,2026-04-07 14:00:00,long,0.711,0.1,0.108,0.4297,normal,normal,normal,False,high,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
XRP/USDT,aggressive,2598,2026-04-07 15:00:00,long,0.6983,0.1,0.12,0.3725,normal,normal,normal,False,normal,cost_filtered,0.0,0.0,0.0,0.0,0.0,cost_filtered
