symbol,mode,timestamp,expected_net_pct,actual_return_pct,was_profitable
BTC/USDT,conservative,2026-02-13T03:00:00,0.9616743447648614,1.7880394500841872,True
BTC/USDT,conservative,2026-02-13T14:00:00,0.9451847107650697,1.7740213377151492,True
BTC/USDT,conservative,2026-02-14T11:00:00,0.5413617604824299,1.2639308810247083,True
BTC/USDT,conservative,2026-02-14T11:00:00,0.6119380200751444,1.3354938736533097,True
BTC/USDT,conservative,2026-03-09T03:00:00,0.5837167228561008,1.2859328571987338,True
BTC/USDT,conservative,2026-03-09T03:00:00,0.5907615582271084,1.378615687288189,True
BTC/USDT,conservative,2026-03-09T14:00:00,0.9000160531374038,1.7603446809422385,True
BTC/USDT,conservative,2026-03-09T14:00:00,0.7543135625256197,1.5852967216717067,True
BTC/USDT,conservative,2026-03-13T10:00:00,0.5540267734288972,1.259921184124506,True
BTC/USDT,conservative,2026-03-15T21:00:00,0.6972841486563318,1.531861571687592,True
BTC/USDT,conservative,2026-03-15T09:00:00,0.6471283763968698,1.4680971253337196,True
BTC/USDT,balanced,2025-12-30T14:00:00,0.3953018816461193,1.185665006183607,True
BTC/USDT,balanced,2025-12-30T14:00:00,0.5259273616143124,1.2271299262305948,True
BTC/USDT,balanced,2025-12-30T14:00:00,0.3247255735177084,1.086398905124523,True
BTC/USDT,balanced,2026-01-26T07:00:00,0.3314725400239924,1.0516930496265282,True
BTC/USDT,balanced,2026-01-27T20:00:00,0.43379490793292796,1.2920538502139578,True
BTC/USDT,balanced,2026-01-27T20:00:00,0.321726394475272,1.193497440447184,True
BTC/USDT,balanced,2026-01-27T10:00:00,0.3600761422428894,-1.3871617256946092,False
BTC/USDT,balanced,2026-01-28T13:00:00,0.3340313166261419,1.1229613152349718,True
BTC/USDT,balanced,2026-02-13T13:00:00,0.8365324999711331,1.90227993002321,True
BTC/USDT,balanced,2026-02-13T13:00:00,0.9556369825587517,2.0219204047978487,True
BTC/USDT,balanced,2026-02-13T14:00:00,1.053823420912059,2.004445930794619,True
BTC/USDT,balanced,2026-02-14T08:00:00,0.5007163682247989,1.326853639539945,True
BTC/USDT,balanced,2026-02-14T11:00:00,0.6163090135351234,1.4894349298426803,True
BTC/USDT,balanced,2026-02-14T11:00:00,0.6613819664852274,1.5203823884405123,True
BTC/USDT,balanced,2026-02-14T11:00:00,0.48254270957074524,1.4644041993470809,True
BTC/USDT,balanced,2026-02-25T01:00:00,0.4383871451224298,1.3537046500017165,True
BTC/USDT,balanced,2026-03-03T16:00:00,0.558825387586989,1.4774958234878395,True
BTC/USDT,balanced,2026-03-03T14:00:00,0.5334738158146193,-1.6902642840652853,False
BTC/USDT,balanced,2026-03-03T16:00:00,0.6256444100525187,1.7877902427096748,True
BTC/USDT,balanced,2026-03-04T08:00:00,0.8925736729800765,2.0748257273969997,True
BTC/USDT,balanced,2026-03-04T07:00:00,0.7085635056913616,1.93995922953328,True
