timestamp,balance
2025-04-22 23:00:00,1000.0
2025-04-24 23:00:00,998.0
2025-04-25 02:00:00,986.0508502973316
2025-04-25 07:00:00,984.078748596737
2025-04-25 11:00:00,981.1225681475456
2025-04-25 12:00:00,979.1603230112505
2025-04-25 14:00:00,976.2189175519442
2025-04-25 15:00:00,974.2664797168403
2025-04-26 08:00:00,965.325357362964
2025-04-26 22:00:00,963.3947066482381
2025-04-27 01:00:00,954.7651569374366
2025-04-28 05:00:00,952.8556266235618
2025-04-28 11:00:00,961.2057780242123
2025-04-28 12:00:00,959.2833664681639
2025-04-28 13:00:00,947.6815490436945
2025-04-29 11:00:00,945.7861859456071
2025-04-29 21:00:00,935.9895203724127
2025-05-01 09:00:00,934.1175413316679
2025-05-01 10:00:00,931.3114447495914
2025-05-01 13:00:00,929.4488218600922
2025-05-01 14:00:00,926.656750148733
2025-05-01 15:00:00,924.8034366484355
2025-05-02 14:00:00,922.0253197114896
2025-05-02 15:00:00,920.1812690720666
2025-05-02 21:00:00,910.389168246724
2025-05-08 01:00:00,908.5683899102305
2025-05-08 02:00:00,905.8390431838268
2025-05-08 04:00:00,904.0273650974591
2025-05-08 15:00:00,913.6832670937777
2025-05-08 20:00:00,911.85590055959
2025-05-09 07:00:00,924.2848123655799
2025-05-10 23:00:00,922.4362427408488
2025-05-11 00:00:00,913.4475154238921
2025-05-11 02:00:00,911.6206203930443
2025-05-12 02:00:00,909.8005266958306
2025-05-13 12:00:00,907.9809256424389
2025-05-14 09:00:00,899.8678226890981
2025-05-15 15:00:00,898.06808704372
2025-05-16 15:00:00,904.1700515402683
2025-05-18 05:00:00,902.3617114371878
2025-05-18 13:00:00,905.5027462891627
2025-05-18 14:00:00,903.6917407965843
2025-05-18 16:00:00,900.9770435632095
2025-05-18 17:00:00,899.175089476083
2025-05-18 18:00:00,889.4763586300212
2025-05-18 19:00:00,887.6974059127612
2025-05-18 22:00:00,899.5706182535882
2025-05-20 00:00:00,897.7714770170811
2025-05-20 12:00:00,887.2019012369723
2025-05-20 19:00:00,885.4274974344984
2025-05-21 14:00:00,882.76766613459
2025-05-21 15:00:00,881.0021308023207
2025-05-21 17:00:00,865.8335065591184
2025-05-24 10:00:00,864.1018395460002
2025-05-24 22:00:00,856.1939390571405
2025-05-25 22:00:00,854.4815511790262
2025-05-26 15:00:00,859.6293890895572
2025-05-27 13:00:00,857.9101303113781
2025-05-27 14:00:00,846.9709760161763
2025-05-27 15:00:00,845.277034064144
2025-05-27 21:00:00,835.419637443751
2025-06-08 22:00:00,833.7487981688635
2025-06-09 09:00:00,838.0434376730462
2025-06-09 10:00:00,836.3673507977002
2025-06-09 11:00:00,833.8548965715564
2025-06-09 12:00:00,832.1871867784133
2025-06-09 13:00:00,823.9363621151152
2025-06-09 14:00:00,822.288489390885
2025-06-09 21:00:00,832.2069747781354
2025-06-16 19:00:00,830.5425608285791
2025-06-16 22:00:00,821.2692475462385
2025-06-25 12:00:00,819.626709051146
2025-06-25 13:00:00,817.1645438470024
2025-06-25 14:00:00,815.5302147593084
2025-06-25 15:00:00,807.2308967154883
2025-06-28 15:00:00,805.6164349220572
2025-06-28 20:00:00,801.2846841245778
2025-06-29 00:00:00,799.6821147563286
2025-06-29 02:00:00,795.1222062952266
2025-06-29 08:00:00,793.5319618826362
2025-06-29 09:00:00,791.1481855081631
2025-06-29 10:00:00,789.5658891371468
2025-06-29 11:00:00,787.1940268769932
2025-06-29 12:00:00,785.6196388232393
2025-06-29 14:00:00,780.5963994866871
2025-06-29 15:00:00,779.0352066877138
2025-06-29 16:00:00,773.6499872772687
2025-06-29 23:00:00,772.1026873027141
2025-06-30 06:00:00,765.8909735483485
2025-07-02 08:00:00,764.3591916012518
2025-07-02 15:00:00,768.8535741448466
2025-07-02 16:00:00,767.3158669965569
2025-07-03 02:00:00,759.2648010317228
2025-07-05 16:00:00,757.7462714296593
2025-07-06 09:00:00,753.9963559981456
2025-07-06 12:00:00,752.4883632861494
2025-07-06 13:00:00,750.2278822108669
2025-07-06 14:00:00,748.7274264464452
2025-07-06 18:00:00,743.3443789897815
2025-07-06 21:00:00,741.8576902318019
2025-07-07 11:00:00,736.2992315020349
2025-07-08 10:00:00,734.8266330390309
2025-07-08 14:00:00,728.7175540356046
2025-07-08 17:00:00,727.2601189275334
2025-07-09 03:00:00,721.4901236424181
2025-07-09 11:00:00,720.0471433951333
2025-07-09 12:00:00,717.8841160044533
2025-07-09 13:00:00,716.4483477724444
2025-07-09 14:00:00,710.7884396456687
2025-07-09 15:00:00,709.3668627663774
2025-07-09 19:00:00,715.0698430661196
2025-07-10 16:00:00,713.6397033799873
2025-07-10 17:00:00,711.495923990475
2025-07-10 18:00:00,710.0729321424941
2025-07-10 21:00:00,707.9398673623707
2025-07-13 11:00:00,706.523987627646
2025-07-13 12:00:00,704.4015839052936
2025-07-13 13:00:00,702.992780737483
2025-07-13 18:00:00,700.8809847889349
2025-07-13 19:00:00,699.4792228193571
2025-07-14 03:00:00,706.7162161990206
2025-07-14 04:00:00,705.3027837666225
2025-07-14 05:00:00,703.1840485504579
2025-07-16 13:00:00,701.777680453357
2025-07-16 16:00:00,699.6695346758028
2025-07-16 21:00:00,698.2701956064511
2025-07-17 01:00:00,688.4401480453257
2025-07-17 18:00:00,687.063267749235
2025-07-17 20:00:00,678.6889102137527
2025-07-17 21:00:00,677.3315323933252
2025-07-18 08:00:00,667.6764763062079
2025-07-20 08:00:00,666.3411233535954
2025-07-20 12:00:00,662.0065697423491
2025-07-20 13:00:00,660.6825566028645
2025-07-20 21:00:00,655.5203904839269
2025-07-21 06:00:00,654.2093497029591
2025-07-21 11:00:00,646.6590624684856
2025-07-21 13:00:00,645.3657443435486
2025-07-21 16:00:00,637.8911201048719
2025-07-22 07:00:00,636.6153378646621
2025-07-22 14:00:00,634.7029402865877
2025-07-22 18:00:00,633.4335344060145
2025-07-23 03:00:00,626.0138479507789
2025-07-27 15:00:00,624.7618202548773
2025-07-27 16:00:00,626.1080032079052
2025-07-27 17:00:00,624.8557872014894
2025-07-28 05:00:00,622.9787154078722
2025-07-29 03:00:00,621.7327579770564
2025-07-29 14:00:00,615.9818236795915
2025-07-30 14:00:00,614.7498600322323
2025-07-30 15:00:00,608.762758491766
2025-08-09 09:00:00,607.5452329747825
2025-08-09 12:00:00,603.3031817655836
2025-08-10 02:00:00,602.0965754020525
2025-08-10 03:00:00,600.2878724631194
2025-08-10 04:00:00,599.0872967181931
2025-08-10 06:00:00,594.1424084015825
2025-08-10 15:00:00,592.9541235847794
2025-08-10 20:00:00,587.7873440402125
2025-08-10 23:00:00,586.611769352132
2025-08-11 01:00:00,584.8495828946994
2025-08-11 02:00:00,583.67988372891
2025-08-11 11:00:00,576.8354476338773
2025-08-12 12:00:00,575.6817767386095
2025-08-13 10:00:00,579.0874902152019
2025-08-13 11:00:00,577.9293152347715
2025-08-13 13:00:00,576.1932109391063
2025-08-13 14:00:00,575.0408245172281
2025-08-13 19:00:00,581.3760679784939
2025-08-13 22:00:00,580.2133158425369
2025-08-14 06:00:00,573.1816806401324
2025-09-03 15:00:00,572.0353172788522
2025-09-04 03:00:00,565.9901726247014
2025-09-04 22:00:00,564.8581922794519
2025-09-05 00:00:00,558.5189682656468
2025-09-05 04:00:00,557.4019303291154
2025-09-05 07:00:00,562.2084381594095
2025-09-05 12:00:00,561.0840212830907
2025-09-05 14:00:00,554.2959626763259
2025-09-07 14:00:00,553.1873707509732
2025-09-08 02:00:00,548.9829258511602
2025-09-08 08:00:00,547.8849599994579
2025-09-08 09:00:00,546.2391091877561
2025-09-08 10:00:00,545.1466309693806
2025-09-08 14:00:00,543.5090061200357
2025-09-09 06:00:00,542.4219881077956
2025-09-09 14:00:00,537.0232129048788
2025-09-10 07:00:00,535.949166479069
2025-09-10 12:00:00,534.3391708867803
2025-09-10 13:00:00,533.2704925450067
2025-09-11 13:00:00,531.6685437106881
2025-09-11 22:00:00,530.6052066232668
2025-09-12 17:00:00,532.8966050292471
2025-09-12 18:00:00,531.8308118191886
2025-09-12 21:00:00,527.2849593780217
2025-09-15 04:00:00,526.2303894592657
2025-09-15 05:00:00,524.6495891510503
2025-09-15 06:00:00,523.6002899727482
2025-09-15 08:00:00,518.5056422743588
2025-09-16 05:00:00,517.4686309898101
2025-09-16 10:00:00,513.4991158929308
2025-09-16 15:00:00,512.4721176611449
2025-09-16 20:00:00,515.3031067335571
2025-09-17 02:00:00,514.27250052009
2025-09-17 12:00:00,510.31704562402047
2025-09-18 15:00:00,509.2964115327724
2025-09-18 22:00:00,505.4318388161089
2025-09-20 15:00:00,504.42097513847665
2025-09-20 18:00:00,501.78088576767226
2025-09-30 00:00:00,500.77732399613694
2025-09-30 05:00:00,496.8234665225458
2025-10-02 18:00:00,495.8298195895007
2025-10-03 05:00:00,491.28238987657346
2025-10-03 15:00:00,490.2998250968203
2025-10-03 16:00:00,494.47043737590144
2025-10-03 17:00:00,493.48149650114965
2025-10-04 17:00:00,490.6830205773804
2025-10-05 02:00:00,489.7016545362256
2025-10-05 04:00:00,488.23058684053456
2025-10-05 05:00:00,487.2541256668535
2025-10-05 09:00:00,481.57474181413664
2025-10-06 07:00:00,480.61159233050836
2025-10-06 13:00:00,484.616442881914
